language,metric,n_org,n_user,median_org,median_user,mean_org,mean_user,U,p_raw,rank_biserial,effect_bin,direction,sig_raw,p_adj_bh_global,sig_bh_global,p_adj_bh_by_language,sig_bh_by_language,p_adj_bh_by_metric,sig_bh_by_metric
Python,code_smells_per_kloc,974,2382,15.899610459885729,17.2306218307631,103.9673071260546,33.984090259707294,1111197.5,0.05457646468774293,-0.042099197092498986,negligible,org_lower,False,0.12926004794465432,False,0.05457646468774293,False,0.27288232343871466,False
Python,vulnerabilities_per_kloc,974,2382,0.0,0.0,0.350636374813979,0.5865687117509744,1123863.5,0.011090321196809801,-0.031180551604521933,negligible,org_lower,True,0.03593868890642009,True,0.016124557529244445,True,0.01848386866134967,True
Python,security_hotspots_per_kloc,974,2382,0.0,1.1107261929626615,6.498546569677522,6.1160260023892405,1062969.5,6.821547442769053e-05,-0.08367384059432736,negligible,org_lower,True,0.0006139392698492148,True,0.0003069696349246074,True,0.0001705386860692263,True
Python,vuln_blocker_per_kloc,974,2382,0.0,0.0,0.6302003796636949,0.7456340376132332,1113157.0,0.0077139942494644466,-0.04041002246485881,negligible,org_lower,True,0.028927478435491673,True,0.016124557529244445,True,0.019284985623661117,True
Python,vuln_critical_per_kloc,974,2382,0.5088469793894009,2.619538340185613,18.31647644903507,9.499381577517557,1023912.5,3.071744382396225e-08,-0.1173426813352022,small,org_lower,True,6.911424860391507e-07,True,2.7645699441566027e-07,True,1.5358721911981126e-07,True
Python,vuln_major_per_kloc,974,2382,4.33761685814507,5.772764679604177,73.41315284804908,13.686680707776745,1097270.5,0.01254132252274568,-0.054104879684561014,negligible,org_lower,True,0.03762396756823704,True,0.016124557529244445,True,0.0627066126137284,False
Python,vuln_minor_per_kloc,974,2382,2.574419822682306,3.6629902454569763,23.32501350158044,12.271529399741365,1096976.0,0.011180925437552917,-0.05435875155383374,negligible,org_lower,True,0.03593868890642009,True,0.016124557529244445,True,0.05590462718776458,False
Python,vuln_info_per_kloc,974,2382,0.0,0.0,2.106019890645409,0.7172638780361217,1214978.5,0.000790817911975786,0.0473645600042758,negligible,org_higher,True,0.004915935629194025,True,0.002372453735927358,True,0.001977044779939465,True
TypeScript,bugs_per_kloc,1834,4346,0.0,0.0,1.3264000045338757,1.2483135625859858,3952207.0,0.5736501327656043,-0.00829928722735307,negligible,org_lower,False,0.6793225256434787,False,0.5736501327656043,False,0.5736501327656043,False
TypeScript,code_smells_per_kloc,1834,4346,15.219635715639878,15.38455621327062,21.03940486984269,481.36836976667803,4026637.5,0.5185793664048866,0.010377057382639387,negligible,org_higher,False,0.630704634816754,False,0.5736501327656043,False,0.6482242080061081,False
TypeScript,vulnerabilities_per_kloc,1834,4346,0.0,0.0,0.08009164779544571,0.06499950530444888,3999532.0,0.5029912613603029,0.0035756566285647384,negligible,org_higher,False,0.6287390767003787,False,0.5736501327656043,False,0.5029912613603029,False
TypeScript,security_hotspots_per_kloc,1834,4346,0.0,0.0,2.0707710455718544,2.4492037880037225,3931440.5,0.36567246777846973,-0.013510085359078716,negligible,org_lower,False,0.514226907813473,False,0.5736501327656043,False,0.6094541129641162,False
TypeScript,vuln_blocker_per_kloc,1834,4346,0.0,0.0,0.11600917198583834,0.0926000445099468,4036777.5,0.05005166502171717,0.012921419362544428,negligible,org_higher,False,0.12512916255429293,False,0.15015499506515154,False,0.08341944170286196,False
TypeScript,vuln_critical_per_kloc,1834,4346,0.0,0.0,1.4114591904243883,1.0616860909217851,4174734.5,0.0005201306453983641,0.047538041222678906,negligible,org_higher,True,0.0039009798404877312,True,0.002340587904292639,True,0.0013003266134959102,True
TypeScript,vuln_major_per_kloc,1834,4346,4.711702421449175,5.062367626980966,7.961092094986226,8.712502988171499,3890798.0,0.139252918566312,-0.023708234448653775,negligible,org_lower,False,0.2724513624123496,False,0.313319066774202,False,0.23208819761052002,False
TypeScript,vuln_minor_per_kloc,1834,4346,8.741544999445438,8.654112549906312,12.37814517484974,12.150145079838234,4030925.5,0.4759044927880547,0.011453016373747182,negligible,org_higher,False,0.6147439638879184,False,0.5736501327656043,False,0.5948806159850684,False
TypeScript,vuln_info_per_kloc,1834,4346,0.0,0.0,0.5791908899258215,460.66474863112694,4273964.5,1.6897552438879768e-10,0.07243715752109892,negligible,org_higher,True,7.603898597495895e-09,True,1.5207797194991791e-09,True,8.448776219439884e-10,True
JavaScript,bugs_per_kloc,1026,2672,0.0,0.29446493665460327,3.724074801165756,7.190997207180845,1239275.5,1.2573218831387134e-06,-0.09590504663188248,negligible,org_lower,True,1.8859828247080702e-05,True,1.1315896948248421e-05,True,6.286609415693567e-06,True
JavaScript,code_smells_per_kloc,1026,2672,30.65808705029011,30.372186139878654,46.65910014712129,60.224343937572016,1376763.0,0.8356949510604441,0.004396907938508887,negligible,org_higher,False,0.8728452057897135,False,0.8356949510604441,False,0.8356949510604441,False
JavaScript,vulnerabilities_per_kloc,1026,2672,0.0,0.0,0.07669170313251537,0.1601322430633818,1336102.0,0.006095619602342387,-0.025266718025936385,negligible,org_lower,True,0.02743028821054074,True,0.012713166678999303,True,0.015239049005855966,True
JavaScript,security_hotspots_per_kloc,1026,2672,0.0,0.4166400542427393,3.8213778546620034,4.539231017110878,1255590.5,2.773603503649918e-05,-0.08400268177096104,negligible,org_lower,True,0.00031203039416061575,True,0.00012481215766424632,True,0.0001386801751824959,True
JavaScript,vuln_blocker_per_kloc,1026,2672,0.0,0.0,0.5960999824107341,1.037847885405797,1302178.5,0.0008739441118567156,-0.050015101376195026,negligible,org_lower,True,0.004915935629194025,True,0.002621832335570147,True,0.0043697205592835775,True
JavaScript,vuln_critical_per_kloc,1026,2672,0.0,0.0,7.804209353571519,8.873371532365,1298365.0,0.007062870377221835,-0.05279718341095585,negligible,org_lower,True,0.028893560634089325,True,0.012713166678999303,True,0.01177145062870306,True
JavaScript,vuln_major_per_kloc,1026,2672,10.131782781918567,11.321934777405517,20.692192220878148,29.334076993953644,1317522.5,0.0661888180398163,-0.03882111507978192,negligible,org_lower,False,0.1489248405895867,False,0.09928322705972445,False,0.16547204509954075,False
JavaScript,vuln_minor_per_kloc,1026,2672,13.517463503693481,12.639186256995824,20.33083008145288,27.86896511580742,1362216.0,0.7689671306372352,-0.006215638897643316,negligible,org_lower,False,0.8238933542541805,False,0.8356949510604441,False,0.7689671306372352,False
JavaScript,vuln_info_per_kloc,1026,2672,0.0,0.0,1.0365350131062823,0.46121186028437394,1392905.0,0.24243060841016129,0.016173063230264573,negligible,org_higher,False,0.4040510140169355,False,0.3116964965273502,False,0.3030382605127016,False
C#,bugs_per_kloc,64,151,0.0,0.0,2.059728622633423,5.554474631222571,5184.0,0.3257804532093027,0.07284768211920523,negligible,org_higher,False,0.4729071094973749,False,0.48867067981395407,False,0.4072255665116284,False
C#,code_smells_per_kloc,64,151,31.02264371848188,37.35295883930943,48.241244810764506,404048.64185048343,4358.5,0.2567459338608925,-0.09799254966887416,negligible,org_lower,False,0.4126273937050058,False,0.48867067981395407,False,0.4279098897681542,False
C#,vulnerabilities_per_kloc,64,151,0.0,0.0,2.1711198382679,0.2686327576121804,4298.0,0.03372662079266517,-0.11051324503311255,small,org_lower,True,0.08927634915705486,False,0.30353958713398654,False,0.04215827599083146,True
C#,security_hotspots_per_kloc,64,151,0.3458579243133907,1.085186605975797,7.610819158721979,3.840655869187786,4648.5,0.6535821765145469,-0.037975993377483475,negligible,org_lower,False,0.7541332805937079,False,0.7352799485788653,False,0.7380446517197918,False
C#,vuln_blocker_per_kloc,64,151,0.0,0.0,2.7410872820798953,0.8711255476142087,4890.0,0.8582150703386466,0.012003311258278249,negligible,org_higher,False,0.8728452057897135,False,0.8582150703386466,False,0.8582150703386466,False
C#,vuln_critical_per_kloc,64,151,0.4414705682882161,1.4641277715023635,2.6407857475883345,4.833809000894776,4166.0,0.10168396952616582,-0.13783112582781454,small,org_lower,False,0.21789422041321246,False,0.4575778628677462,False,0.12710496190770726,False
C#,vuln_major_per_kloc,64,151,14.341371129892424,17.17302883351541,24.15613984301352,298061.1668768018,4375.0,0.2735012428621705,-0.0945778145695364,negligible,org_lower,False,0.42439848030336796,False,0.48867067981395407,False,0.34187655357771307,False
C#,vuln_minor_per_kloc,64,151,5.393361181406184,7.32356369935839,13.693200171322356,13.62628947304276,4477.5,0.39507519835879623,-0.07336506622516559,negligible,org_lower,False,0.538738906852904,False,0.5079538264613094,False,0.5948806159850684,False
C#,vuln_info_per_kloc,64,151,1.3808634452629303,2.320180231600391,9.240880227661725,105973.96685704909,4330.0,0.2229976984104982,-0.10389072847682124,small,org_lower,False,0.38595755494124695,False,0.48867067981395407,False,0.3030382605127016,False
